"departamento","año","mes","fecha","Analfabetismo","Bajo_logro_educativo","Barreras_acceso_salud","Desempleo_larga_duracion","Inasistencia_escolar","Rezago_escolar","Sin_aseguramiento_salud","Trabajo_informal","IPM_Total","Vida_general","Salud","Seguridad","Trabajo_actividad","Tiempo_libre","Ingreso","Propia_totalmente_pagada","Propia_la_estan_pagando","En_arriendo_o_subarriendo","Con_permiso_sin_pago","Posesion_sin_titulo","Propiedad_colectiva","Deficit_cuantitativo","Deficit_cualitativo","Deficit_habitacional","No_alcanzan_gastos_minimos","Alcanzan_gastos_minimos","Cubren_mas_gastos_minimos","Pobreza_monetaria","No_pobres","Energia","Gas_natural","Acueducto","Alcantarillado","Recoleccion_basura","Telefono_fijo","Ningun_servicio","precipitacion_promedio","temperatura_promedio","ndvi_promedio","IPC_Total","FIES_preocupacion_alimentos","FIES_no_alimentos_saludables","FIES_poca_variedad_alimentos","FIES_saltar_comida","FIES_comio_menos","FIES_sin_alimentos","FIES_hambre_sin_comer","FIES_no_comio_dia_entero","FIES_moderado_grave","FIES_grave","clave"
"Casanare",2022,"febrero","2022-02-01",5.5,45.8,1.1,11.9,3.3,26.8,8.7,80,13.3,8.2,7.6,7.1,6.9,6.9,6.3,37.9,2.1,42.1,14.3,3.1,0.7,7.2,24.2,31.4,47.3,48.8,3.9,46.5,53.5,97.2,83.8,82.2,70.8,78.5,1.5,1.7,1.67435712977675,28.8200079824562,0.482870905370319,134.79,33.7243341219089,31.2467567083459,34.4829850096253,32.0968856587031,28.0641950858592,15.3140141149123,13.5957470639029,1.03540491978271,28.2,4.3,"Casanare_2022_febrero"
"Cauca",2022,"febrero","2022-02-01",9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9,18.3,7.5,7.3,6.8,6.6,6.7,5.9,37.4,1.8,19.9,23.3,9.3,8.4,12.4,37.8,50.2,50.6,46.4,3,58.3,41.7,97.3,26.5,74.8,40.5,42.6,4.8,2.3,10.3240798218899,17.6249993580837,0.554119253388824,149.1,33.1327285771581,28.3861757132021,32.0826249333334,19.5101074665129,21.1458351541944,10.7184601020763,10.4551679567779,2.90418701920035,22.3,2.8,"Cauca_2022_febrero"
"Cesar",2022,"febrero","2022-02-01",14,45.5,0.4,9.9,4.4,32.9,9.8,84.6,19.1,7.9,7.8,6.7,6.7,7.1,6.3,31.7,1.8,38,18.4,5.9,4.1,7.9,38.6,46.5,65.4,31.5,3.1,70.5,29.5,98.2,68.5,87.8,74.1,78.1,9.3,1.6,0.989162637401218,27.8612364229978,0.552941465596936,137.72,48.8438895131739,41.6095626831787,48.6495066723973,42.1030938511351,40.275087560284,25.0871891123971,23.8650911149826,3.8666673809422,41.1,9.4,"Cesar_2022_febrero"
"Choco",2022,"febrero","2022-02-01",21.9,58.9,2.2,19.4,4,35.8,3.5,92.1,36.8,7.2,7.2,6.4,6.2,6.7,6.2,61,0.6,19.3,16.7,1.4,1,43.5,40.8,84.3,68.3,29.4,2.2,83.4,16.6,91.4,0,41.1,21.8,50.9,1.7,8.1,19.8868520434169,25.3887773224006,0.558507710719165,134.79,50.9383096023742,43.2835668423595,50.503864517319,43.7598815847319,41.4552672455827,25.9372918072844,29.3294158884939,9.06844377958882,43.2,10.4,"Choco_2022_febrero"
"Cundinamarca",2022,"febrero","2022-02-01",4.2,38.1,2.3,15.4,2,24.1,8.9,67,7.3,7.8,7.5,6.9,6.7,6.9,6.3,28.2,9.9,47.4,11.3,1.6,1.6,2.3,16,18.3,47.1,48.6,4.3,39.2,60.8,99.7,77.4,96.2,80,87.1,11.9,0.1,4.41855512550531,18.1312225172363,0.500614507892428,138.3,50.1313537032686,41.6341790016865,45.8234208817088,39.9103654537651,37.1747693840592,21.2136694099246,25.8721411738504,8.68039650853124,23,3.7,"Cundinamarca_2022_febrero"
"Cordoba",2022,"febrero","2022-02-01",18.1,55.6,1.3,16.2,2,26.5,3.1,89.8,26.9,7.6,7.7,7.5,6.9,7.2,6.2,40,1,19.6,19.9,18.7,0.8,21.3,39.3,60.6,66.2,31.5,2.2,83.7,16.3,99.7,49,71,43.1,55.9,3.6,0.2,2.6110530424901,29.0964713892575,0.546704182983932,136.22,30.0299191806448,31.3674747844439,32.2722131105355,20.1959965623925,23.5250811629068,11.3808700129097,12.8935387340118,1.85732274229919,38.9,8.1,"Cordoba_2022_febrero"
"Guainia",2022,"febrero","2022-02-01",14,67,0.2,7.9,8.9,38,12.7,91.2,46.5,7.7,7.6,7.3,7,7.3,6.9,16.9,0.6,18.2,6.7,6.4,51.2,56.2,30.8,87,46,49.6,4.4,53.3,46.7,76.5,0,24.4,26.5,37.6,0.1,22.1,6.06251357999622,26.4289285190317,0.648710502734111,134.79,36.144907702119,25.0069092100609,35.2946573200561,32.1580557047778,26.3557972642502,14.3714091799124,16.5462471294085,10.860536754178,29.8,4.4,"Guainia_2022_febrero"
"Guaviare",2022,"febrero","2022-02-01",10,57.7,5.5,9.9,4.5,26.8,13.2,86.5,26.9,7.8,7.4,7.4,6.9,7.1,5.9,36,3,32.3,21.9,5.1,1.7,47.9,19.2,67,58.3,39.9,1.8,55.9,44.1,93,15.9,50.9,47.3,60.4,0.3,6.4,4.20364223412534,26.9265797427259,0.634745283616837,134.79,67.6804379027893,58.6785195568972,67.5556706333723,62.5181332614356,59.2117114472525,38.3310439481396,40.3766387719726,15.0108226137405,30.4,6.2,"Guaviare_2022_febrero"
"Huila",2022,"febrero","2022-02-01",8.8,55.3,2.8,12.3,3.9,27.1,4,84,13.3,7.9,7.8,7.3,7,7.3,6.3,39.8,3.5,32.6,19.2,3,1.8,4.3,27.4,31.8,52.6,44.2,3.2,65.7,34.3,99.6,65.8,87.8,67.4,69.2,7.4,0.3,6.84341068837292,19.3740716193094,0.540587773058743,146.87,36.9241626485134,32.4984026040034,37.2389285473141,32.3109109304632,28.6937737934056,16.8959544124406,17.5534216614547,4.10293510598284,19,2.4,"Huila_2022_febrero"
"Guajira",2022,"febrero","2022-02-01",23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6,42.9,7.6,7.7,7.2,6.3,7.1,5.6,21.6,0.5,24.6,18.1,13.9,21.3,8.7,48.9,57.6,71.1,27.4,1.5,80.8,19.2,68.4,40.7,49.7,41.6,53.4,2,31.4,0.38131628519406,26.7079484042908,0.389528506365131,138.93,34.734543463933,27.501314138178,32.7618421717759,13.7238710897156,19.110281734912,8.3265044912796,11.422556401992,2.3583240592287,59.7,17.5,"Guajira_2022_febrero"
"Magdalena",2022,"febrero","2022-02-01",15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2,23,7.9,7.8,7.3,6.7,7.2,6.5,39.7,0.8,26.1,20,11.9,1.5,10.3,51.6,61.9,54,43.7,2.3,71.6,28.4,98.7,66.3,85.4,51.5,75.7,3.4,1,0.84245870331879,29.4551339659245,0.510057664628423,136.08,51.3913339189476,46.8608404522916,52.0337643426231,45.0629776852824,42.6122506425115,26.6796848732305,26.9230181546901,6.5280277695875,45.3,10.4,"Magdalena_2022_febrero"
"Meta",2022,"febrero","2022-02-01",6.5,44.1,2.1,10.7,4.1,27.5,8.3,74.8,11.3,8.1,7.7,7.2,7.3,7.3,6.7,32.2,3,46.4,12.4,4.1,1.9,9.2,19,28.2,46.8,48.9,4.2,43.2,56.8,98.6,68.7,82.8,77.4,85.6,5.2,1.3,4.59598901541873,28.1287482973566,0.553746799131186,144.07,36.4165035670183,32.2698500703958,34.7614686564147,24.0589414490557,25.4632253384068,11.666155221317,13.0268338950969,2.22078150562395,25.5,4.1,"Meta_2022_febrero"
"Narino",2022,"febrero","2022-02-01",10.4,61.6,3,11.2,1.9,23.6,4.2,87.9,17.6,7.1,6.7,6.5,6.1,6.6,5.3,39.7,1.4,23.3,24.7,10.5,0.4,20.4,27.6,48,63.6,32.7,3.7,71.5,28.5,99.5,7.9,72.6,44.5,54.5,6,0.3,10.3250854632736,18.4296260020888,0.541635090740015,138.08,45.2557312570188,43.4987350874926,49.6716764806851,36.0596175723418,35.1169944903657,22.0562234406886,20.5766123943147,2.98294370293887,37.1,7.4,"Narino_2022_febrero"
"Norte De Santander",2022,"febrero","2022-02-01",8.7,47.9,2.1,9.3,4.8,27.8,16.9,86.7,18.5,8.1,7.9,7.5,7.5,7.6,6.8,32.9,2.5,41.4,18.7,3.3,1.1,6.8,27.1,33.9,41,54.4,4.6,52.3,47.7,99.3,60.9,86.2,83.5,85.2,9,0.5,2.24116572100604,20.455125664668,0.52068500580379,149.35,41.2075609895601,33.9198461609673,35.8847750213845,24.7695197733481,25.9100950664034,10.5633411107064,14.3415830682866,5.55842506202497,25.8,2.9,"Norte De Santander_2022_febrero"
"Putumayo",2022,"febrero","2022-02-01",8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3,20.8,7.5,7.2,6.6,6.3,6.6,5.7,31.7,0.9,35.4,23.1,6.4,2.4,41.4,25.3,66.7,43.6,54,2.4,71.6,28.4,87.9,13.2,54.4,54.6,63.7,0.5,10.5,9.58761748082249,24.1916937804287,0.628512967864513,134.79,33.7486498213036,30.7239329314454,35.9909344306936,25.1974724042034,23.6733809650497,12.8719402225085,12.3751532962186,1.72844913730548,24.4,3,"Putumayo_2022_febrero"
"Quindio",2022,"febrero","2022-02-01",6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3,10,8.4,7.9,7.9,7.2,7.7,6.8,32.7,3.6,46.1,12.9,2.3,2.4,3.2,9.3,12.4,35.6,59.3,5.1,37.9,62.1,99.7,81.4,97.8,88.7,95.6,15.2,0,10.7742647644764,17.166391395073,0.504068180961237,142.14,22.8893648754959,23.9024331496406,23.2547006067416,16.7445017289198,16.7764605964549,8.08415203572108,9.65783951649713,1.58272312807899,17.3,2.2,"Quindio_2022_febrero"
"Risaralda",2022,"febrero","2022-02-01",7.1,43.5,2.7,16.1,1.8,19.1,9.3,71,10,8.4,8.1,8.2,7.7,7.8,7.3,32.1,3.3,48.5,12.9,1.5,1.7,2.9,14.4,17.3,33.5,56.4,10.1,30.5,69.5,99.7,80.3,96,85.9,91.1,20.5,0.1,10.4607384755737,17.9586344080901,0.56369400585726,141.72,24.5973405348748,23.3229131627277,25.9122710222552,16.4476401244345,17.4283327598065,8.83597347579085,9.7043080180801,2.80745997992822,17.5,2.5,"Risaralda_2022_febrero"
"Santander",2022,"febrero","2022-02-01",7.7,44.3,0.9,12.1,1.9,24.6,6.7,75.5,10.4,8.2,7.9,7.2,7.1,7.6,6.7,32.3,3.4,46,11.7,5.2,1.3,5.9,22.6,28.4,43.1,51,6,49.5,50.5,99.7,73.8,87.8,76.1,80.8,23.9,0.2,3.90644311402325,21.9560735542078,0.670335806528331,144.61,30.4040784578035,28.4270619871843,29.5770922509022,18.9653836808265,19.5383505767878,9.27115996111067,11.4011200677804,3.45961050766026,20.5,2.5,"Santander_2022_febrero"
"Sucre",2022,"febrero","2022-02-01",19.8,53.9,4.3,11.4,1.9,31.1,3.6,92.6,26,8.1,8,7.6,7,7.4,5.7,42.7,1.3,20.6,24.2,10.3,1,8.2,53.1,61.3,72,24.3,3.7,78.7,21.3,98.9,53.9,81.8,53.4,62,2.3,0.8,1.85105165491634,29.5410259588087,0.498097024606117,131.32,59.0572665868202,50.4326321550194,59.1532751757311,48.5906349498854,46.1550504803541,28.6560829956616,28.1271687970264,5.56989682697246,47.9,10.4,"Sucre_2022_febrero"
"Tolima",2022,"febrero","2022-02-01",6,49,0.8,16.5,2.1,21.6,5.4,79.7,10.5,7.7,7.5,7.6,7,7.4,6.3,40.9,3.8,38.8,14.1,2,0.4,4,24.1,28.1,42.4,52.4,5.2,54,46,99.5,77.3,88.4,72.2,76.7,12.5,0.2,7.43663934936869,21.2929749559362,0.500595369812803,144.22,39.4552949038997,32.6507329458743,37.8556570459297,25.7678346766708,26.1424902736106,11.4701833035313,12.3491199898534,1.46310788964322,27.4,3.3,"Tolima_2022_febrero"
"Valle Del Cauca",2022,"febrero","2022-02-01",6.2,37.8,1.6,13.7,2.4,22.6,9.3,67.3,9.7,7.9,7.7,7.1,7,7.4,6.7,31.4,4.2,47,13.6,2,1.7,4.5,14.1,18.6,42.7,50,7.3,40.6,59.4,99.5,82,96.9,89.6,95.2,23.5,0.1,6.82373654407557,18.3310287763412,0.554677633193769,144,32.8474867200256,31.4901205469503,35.5154154259595,30.1058713013021,28.1775372242061,14.975670763068,16.0344790168899,1.80798633693482,28,4.5,"Valle Del Cauca_2022_febrero"
"Vaupes",2022,"febrero","2022-02-01",11.3,58.9,0.3,36.1,6.4,34.7,2.3,86.9,47.1,7.3,7.2,7,6.2,6.9,6,19.8,0,7.6,4.4,1.2,67,83,8.3,91.3,63.8,34.9,1.3,66.5,33.5,91.4,0,29.4,26,28.8,0.1,8.6,8.23470243302802,25.3958571005206,0.696949069558226,134.79,41.6945705507104,32.9103721401101,41.9770163470505,40.5405823855714,33.8780934749813,22.6752062945709,25.8703801952644,8.94161858508109,36.5,8.7,"Vaupes_2022_febrero"
"Vichada",2022,"febrero","2022-02-01",25,75.3,0.2,35.8,20.9,39.7,19,95.2,75.4,7.5,7.4,7.4,6.8,7.1,6.8,29.1,0.3,16,8.5,11.7,34.4,26.6,67.6,94.2,51.1,46.9,2,85.8,14.2,45.1,0,36.8,2,32.8,0.4,51.9,1.73255176996711,29.7881155343711,0.455303740916131,134.79,29.7930361624225,23.4176555821959,31.2867121362327,35.0372650290984,28.9581887904392,22.2429925467908,27.6488175936911,20.2364975371505,30.7,9.2,"Vichada_2022_febrero"
"Amazonas",2022,"marzo","2022-03-01",8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6,27.9,8.5,8.3,7.7,7.9,8.2,7.5,20.1,0.3,20.3,7.6,7.9,43.7,61.3,23.3,84.5,43.9,52.2,3.9,54.6,45.4,83.2,0,43.3,42.3,53.3,0.4,13.6,14.5365847644245,25.3011828455692,0.397612548914334,137.87,28.0683413890268,20.3252929560188,25.3779118238562,18.9381539156611,17.9223665993888,9.36934442780884,11.3774114577104,6.91434065539861,18.6,3.4,"Amazonas_2022_marzo"
"Antioquia",2022,"marzo","2022-03-01",7,39.9,0.4,14,1.5,22.9,6.3,66,10.7,8.2,7.9,8,7.4,7.6,7.1,37.7,3.4,45.3,10,1.4,2.2,4.8,19.8,24.7,34.4,54.6,11,48.7,51.3,99.9,64.5,93.1,80.9,91.6,24.2,0,7.89169408231436,22.0219413757239,0.636062048391552,141.62,28.8278895323437,27.1004742056434,30.1038758288381,20.9384308939236,20.1903645486917,11.3977071617773,12.5566961695861,3.05735839854481,20.9,3.3,"Antioquia_2022_marzo"
"Arauca",2022,"marzo","2022-03-01",7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4,22.6,8,7.9,7.4,7,7.4,6.8,34.3,0.8,32.2,20.4,11.5,0.8,30.3,22.6,52.9,48,49.6,2.4,74.5,25.5,99.5,12.6,73,54.9,64.4,1.4,0.4,1.10325375189025,29.0473423911805,0.424808388964209,137.87,47.676436752652,40.4215078449458,46.3485806025808,40.6707049124708,39.8063476172234,26.3022551651232,25.4837522086214,5.49861168551401,39.3,11,"Arauca_2022_marzo"
"Atlantico",2022,"marzo","2022-03-01",7,28.1,1.5,11.2,1.8,30.2,9.1,75.9,10.2,8,8.1,7.1,6.9,7.5,6.6,45.7,2.3,31.4,16.4,3.9,0.3,3.5,28,31.5,52.9,40.6,6.5,56.9,43.1,99.9,93.1,97.7,87,96,26.4,0.1,0.620144821241817,30.1377391121892,0.484716146285152,139.19,61.3549123661127,51.1961389578591,56.8385884761897,46.0026835213907,44.5104896712234,23.1728219513566,24.6513308667314,3.88423209927857,46.1,8.3,"Atlantico_2022_marzo"
"Bogotá",2022,"marzo","2022-03-01",1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2,3.8,7.8,7.7,6.4,6.8,7.1,6.6,31.2,7.5,52.7,6.7,1,1,1.4,9.8,11.2,28.5,56.8,14.7,32.3,67.7,100,93.5,99.6,99.1,99.6,41.1,0,5.37869058759024,18.2037004216088,0.560018967217001,142.05,32.0113616400977,32.0375612214754,33.012273979765,24.582423862414,24.0824270611798,12.8989369964298,14.3050932373254,2.94176586711583,25.4,4.2,"Bogotá_2022_marzo"
"Bolivar",2022,"marzo","2022-03-01",12.4,45.8,0.3,12.1,3,28.9,5.5,83.7,19.4,8.3,8.2,7.7,7.6,7.8,7.2,35.6,1.2,25.7,16.3,15,6.3,14.3,44.8,59.1,61.7,32.9,5.4,66.9,33.1,98.5,67.2,86.1,50.8,75.7,8.8,1,3.59647557448138,27.3986877444261,0.603757677114181,138.7,43.3150207868634,33.3311130918168,40.8693232140762,31.1392853421769,31.8602495054908,17.0294905834741,16.4900163027425,5.99133193329085,32.6,5.1,"Bolivar_2022_marzo"
"Boyaca",2022,"marzo","2022-03-01",6.3,48.3,2,16,2,23,5.2,77.5,9.6,7.5,7.2,7.3,6.7,6.8,6,36.8,4.1,38.4,15.6,2.6,2.5,2.8,21.2,24,36.8,59.3,3.9,43.4,56.6,99.4,63.3,89.5,65.6,67.1,2.3,0.3,5.02543600578088,16.7357015427224,0.579344566195602,142.02,29.3932324128713,30.5546850536449,32.8701444602237,18.6113287061578,19.1926639557484,8.24085839469302,9.26078218126897,1.52073956363069,20.7,2.1,"Boyaca_2022_marzo"
"Caldas",2022,"marzo","2022-03-01",7.4,45.8,1.5,18.2,1.3,20.7,6.3,68.4,10.5,8.4,8.1,8.3,7.9,7.9,7.3,34.9,6.5,40.7,15.3,1.6,1,2.9,18.6,21.4,32.2,56.2,11.6,33.4,66.6,99.8,70.6,92.1,83.6,86.6,20.4,0.1,12.6453804773956,18.4770886299887,0.676874055310616,142.68,22.188909632208,22.1051573085138,22.8684151409518,14.2993436982231,17.034669110583,8.51876615866615,8.5221471621111,2.80783812252793,14.6,2.5,"Caldas_2022_marzo"
"Caqueta",2022,"marzo","2022-03-01",11.1,58,1.7,11.4,4.7,30.6,6.3,89.2,19.6,8.1,7.8,7.5,7.1,7.1,6.5,28.5,1.9,37.2,24.7,7.2,0.4,24.3,22.9,47.2,39.7,57.2,3.1,69.1,30.9,97.4,46.4,80.6,64.1,74.9,2.4,2.2,10.6017401094621,24.5992790206027,0.677085499493229,150.16,44.2710681217475,32.3030468161352,38.5577541268118,24.952731475222,26.9851638949074,11.6029215704126,14.2530484152959,3.42609034349855,27.2,3.2,"Caqueta_2022_marzo"
"Casanare",2022,"marzo","2022-03-01",5.5,45.8,1.1,11.9,3.3,26.8,8.7,80,13.3,8.2,7.6,7.1,6.9,6.9,6.3,37.9,2.1,42.1,14.3,3.1,0.7,7.2,24.2,31.4,47.3,48.8,3.9,46.5,53.5,97.2,83.8,82.2,70.8,78.5,1.5,1.7,2.38605902539518,28.80053681258,0.45771812023914,137.87,35.8964910607204,34.4085935073139,38.4705537316509,29.6326389759972,27.3972269979315,15.4644104695255,15.7157609749362,2.86592517121614,28.2,4.3,"Casanare_2022_marzo"
"Cauca",2022,"marzo","2022-03-01",9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9,18.3,7.5,7.3,6.8,6.6,6.7,5.9,37.4,1.8,19.9,23.3,9.3,8.4,12.4,37.8,50.2,50.6,46.4,3,58.3,41.7,97.3,26.5,74.8,40.5,42.6,4.8,2.3,8.9958355656038,17.7429282856069,0.633167983570157,152.88,35.4532148590756,31.8788414792061,31.7191843665309,16.5978536456395,21.3904189158822,7.20990436855339,11.630758978291,5.60680038080744,22.3,2.8,"Cauca_2022_marzo"
"Cesar",2022,"marzo","2022-03-01",14,45.5,0.4,9.9,4.4,32.9,9.8,84.6,19.1,7.9,7.8,6.7,6.7,7.1,6.3,31.7,1.8,38,18.4,5.9,4.1,7.9,38.6,46.5,65.4,31.5,3.1,70.5,29.5,98.2,68.5,87.8,74.1,78.1,9.3,1.6,2.98523093391445,27.7533520997705,0.616647908239333,141.68,51.7685176458442,45.2351843513478,48.9881791366762,40.2242761320835,40.243801947655,21.725767301815,23.7233298133123,6.38297029552449,41.1,9.4,"Cesar_2022_marzo"
"Choco",2022,"marzo","2022-03-01",21.9,58.9,2.2,19.4,4,35.8,3.5,92.1,36.8,7.2,7.2,6.4,6.2,6.7,6.2,61,0.6,19.3,16.7,1.4,1,43.5,40.8,84.3,68.3,29.4,2.2,83.4,16.6,91.4,0,41.1,21.8,50.9,1.7,8.1,11.1804355524147,25.397100286428,0.598431785431577,137.87,50.94801755845,40.7149604240747,49.8367528623848,43.8676582052784,40.1133934198752,26.8628300759218,27.6668299244386,9.0765198813142,43.2,10.4,"Choco_2022_marzo"
"Cundinamarca",2022,"marzo","2022-03-01",4.2,38.1,2.3,15.4,2,24.1,8.9,67,7.3,7.8,7.5,6.9,6.7,6.9,6.3,28.2,9.9,47.4,11.3,1.6,1.6,2.3,16,18.3,47.1,48.6,4.3,39.2,60.8,99.7,77.4,96.2,80,87.1,11.9,0.1,5.37869058759024,18.2037004216088,0.560018967217001,142.05,53.6468517157574,41.9505920055114,52.8380847044815,37.4140596208532,38.3722870229773,23.3343734442733,22.4515045057931,5.8775988636611,23,3.7,"Cundinamarca_2022_marzo"
"Cordoba",2022,"marzo","2022-03-01",18.1,55.6,1.3,16.2,2,26.5,3.1,89.8,26.9,7.6,7.7,7.5,6.9,7.2,6.2,40,1,19.6,19.9,18.7,0.8,21.3,39.3,60.6,66.2,31.5,2.2,83.7,16.3,99.7,49,71,43.1,55.9,3.6,0.2,3.58912283882262,27.9696128121814,0.581610822397636,139.8,29.8555139214663,31.4400511061699,32.4594754465278,20.442704555114,21.0845923309919,10.0191051416661,11.6856603606134,2.29565927393433,38.9,8.1,"Cordoba_2022_marzo"
"Guainia",2022,"marzo","2022-03-01",14,67,0.2,7.9,8.9,38,12.7,91.2,46.5,7.7,7.6,7.3,7,7.3,6.9,16.9,0.6,18.2,6.7,6.4,51.2,56.2,30.8,87,46,49.6,4.4,53.3,46.7,76.5,0,24.4,26.5,37.6,0.1,22.1,8.41220963870527,25.6369699491987,0.60290324790647,137.87,38.9829654359121,28.083936858333,34.315681864886,32.2131877222284,26.4437568691994,11.5988734486378,19.1951956537369,11.9658980958211,29.8,4.4,"Guainia_2022_marzo"
"Guaviare",2022,"marzo","2022-03-01",10,57.7,5.5,9.9,4.5,26.8,13.2,86.5,26.9,7.8,7.4,7.4,6.9,7.1,5.9,36,3,32.3,21.9,5.1,1.7,47.9,19.2,67,58.3,39.9,1.8,55.9,44.1,93,15.9,50.9,47.3,60.4,0.3,6.4,5.527413011029,25.2594986093328,0.674637082109196,137.87,69.7443988812053,59.1915428959161,65.6216324246403,61.4848600320147,58.5402279727911,37.0393677392981,40.581457951396,15.3404720318664,30.4,6.2,"Guaviare_2022_marzo"
"Huila",2022,"marzo","2022-03-01",8.8,55.3,2.8,12.3,3.9,27.1,4,84,13.3,7.9,7.8,7.3,7,7.3,6.3,39.8,3.5,32.6,19.2,3,1.8,4.3,27.4,31.8,52.6,44.2,3.2,65.7,34.3,99.6,65.8,87.8,67.4,69.2,7.4,0.3,7.25615114798332,19.1720757792732,0.533622765656546,151.74,36.7893382809962,33.6855460528092,38.8634975502132,32.6998739126744,30.017960211331,18.0768957552864,17.66976915339,2.72650955503479,19,2.4,"Huila_2022_marzo"
"Guajira",2022,"marzo","2022-03-01",23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6,42.9,7.6,7.7,7.2,6.3,7.1,5.6,21.6,0.5,24.6,18.1,13.9,21.3,8.7,48.9,57.6,71.1,27.4,1.5,80.8,19.2,68.4,40.7,49.7,41.6,53.4,2,31.4,0.433553642929622,27.2041006468817,0.374595360129422,143.11,29.9968221667386,29.0403340670432,31.8849453225961,13.0624231833493,18.5182259474686,9.66228270320313,8.07597093121581,2.12815507733681,59.7,17.5,"Guajira_2022_marzo"
"Magdalena",2022,"marzo","2022-03-01",15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2,23,7.9,7.8,7.3,6.7,7.2,6.5,39.7,0.8,26.1,20,11.9,1.5,10.3,51.6,61.9,54,43.7,2.3,71.6,28.4,98.7,66.3,85.4,51.5,75.7,3.4,1,2.29313191347123,29.2278520137894,0.597386991527242,140.15,53.6073622426126,44.5123818368887,52.8814770807764,44.2800339447769,42.8681807295779,27.2699724030228,26.1967929169636,5.99025517520062,45.3,10.4,"Magdalena_2022_marzo"
"Meta",2022,"marzo","2022-03-01",6.5,44.1,2.1,10.7,4.1,27.5,8.3,74.8,11.3,8.1,7.7,7.2,7.3,7.3,6.7,32.2,3,46.4,12.4,4.1,1.9,9.2,19,28.2,46.8,48.9,4.2,43.2,56.8,98.6,68.7,82.8,77.4,85.6,5.2,1.3,5.59288654032456,26.1909860968732,0.56772862828375,148.57,33.7992147567396,31.6710443577106,34.7967138575393,23.9477448841888,26.1757881070443,12.4148979968513,12.9631216944983,3.3353054459744,25.5,4.1,"Meta_2022_marzo"
"Narino",2022,"marzo","2022-03-01",10.4,61.6,3,11.2,1.9,23.6,4.2,87.9,17.6,7.1,6.7,6.5,6.1,6.6,5.3,39.7,1.4,23.3,24.7,10.5,0.4,20.4,27.6,48,63.6,32.7,3.7,71.5,28.5,99.5,7.9,72.6,44.5,54.5,6,0.3,8.29549172206321,18.8856599474711,0.692471703229812,140.99,44.8840366292165,45.3211575399558,50.2716244481496,34.83309854657,35.4958497237481,21.1134504273774,21.7171320658277,2.60437710014214,37.1,7.4,"Narino_2022_marzo"
"Norte De Santander",2022,"marzo","2022-03-01",8.7,47.9,2.1,9.3,4.8,27.8,16.9,86.7,18.5,8.1,7.9,7.5,7.5,7.6,6.8,32.9,2.5,41.4,18.7,3.3,1.1,6.8,27.1,33.9,41,54.4,4.6,52.3,47.7,99.3,60.9,86.2,83.5,85.2,9,0.5,3.78335667097252,20.7505269374518,0.52835565320764,153.39,40.8649855108555,31.0048001294651,37.8187435954482,21.8387188256247,23.2781487160759,10.9565245875018,12.5586531341764,4.03759850516016,25.8,2.9,"Norte De Santander_2022_marzo"
"Putumayo",2022,"marzo","2022-03-01",8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3,20.8,7.5,7.2,6.6,6.3,6.6,5.7,31.7,0.9,35.4,23.1,6.4,2.4,41.4,25.3,66.7,43.6,54,2.4,71.6,28.4,87.9,13.2,54.4,54.6,63.7,0.5,10.5,14.2700459438967,23.6667983127589,0.682122495675216,137.87,34.301932386057,34.0940607952784,35.5832339239654,22.8717639010309,24.160245082024,11.8214196102033,13.4114432387645,2.71734177192607,24.4,3,"Putumayo_2022_marzo"
"Quindio",2022,"marzo","2022-03-01",6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3,10,8.4,7.9,7.9,7.2,7.7,6.8,32.7,3.6,46.1,12.9,2.3,2.4,3.2,9.3,12.4,35.6,59.3,5.1,37.9,62.1,99.7,81.4,97.8,88.7,95.6,15.2,0,7.34545247639842,17.0571767011021,0.617994972403255,146.02,27.1750307830886,23.9672474285767,26.9174527738176,14.7602909521074,16.793591378093,8.25080870519161,9.05499018533116,2.59581289904859,17.3,2.2,"Quindio_2022_marzo"
"Risaralda",2022,"marzo","2022-03-01",7.1,43.5,2.7,16.1,1.8,19.1,9.3,71,10,8.4,8.1,8.2,7.7,7.8,7.3,32.1,3.3,48.5,12.9,1.5,1.7,2.9,14.4,17.3,33.5,56.4,10.1,30.5,69.5,99.7,80.3,96,85.9,91.1,20.5,0.1,9.74761604336424,17.914655777769,0.667970868062928,144.85,27.4147891819911,26.6956296466194,27.2304008771752,16.4289719106633,18.5912612421791,9.29281533035761,10.4955285489515,4.4112777591479,17.5,2.5,"Risaralda_2022_marzo"
