departamento,año,mes,fecha,Analfabetismo,Bajo_logro_educativo,Barreras_acceso_salud,Desempleo_larga_duracion,Inasistencia_escolar,Rezago_escolar,Sin_aseguramiento_salud,Trabajo_informal,IPM_Total,Vida_general,Salud,Seguridad,Trabajo_actividad,Tiempo_libre,Ingreso,Propia_totalmente_pagada,Propia_la_estan_pagando,En_arriendo_o_subarriendo,Con_permiso_sin_pago,Posesion_sin_titulo,Propiedad_colectiva,Deficit_cuantitativo,Deficit_cualitativo,Deficit_habitacional,No_alcanzan_gastos_minimos,Alcanzan_gastos_minimos,Cubren_mas_gastos_minimos,Pobreza_monetaria,No_pobres,Energia,Gas_natural,Acueducto,Alcantarillado,Recoleccion_basura,Telefono_fijo,Ningun_servicio,precipitacion_promedio,temperatura_promedio,ndvi_promedio,IPC_Total,FIES_preocupacion_alimentos,FIES_no_alimentos_saludables,FIES_poca_variedad_alimentos,FIES_saltar_comida,FIES_comio_menos,FIES_sin_alimentos,FIES_hambre_sin_comer,FIES_no_comio_dia_entero,FIES_leve_moderado,FIES_grave,FIES_moderada,FIES_inseguridad_alimentaria
Sucre,2022,septiembre,2022-09-01,19.8,53.9,4.3,11.4,1.9,31.1,3.6,92.6,26.0,8.1,8.0,7.6,7.0,7.4,5.7,42.7,1.3,20.6,24.2,10.3,1.0,8.2,53.1,61.3,72.0,24.3,3.7,78.7,21.3,98.9,53.9,81.8,53.4,62.0,2.3,0.8,6.982698755919876,26.89798941777152,0.5642548528110288,151.97,,,,,,,,,47.9,10.4,37.5,severo
Tolima,2022,septiembre,2022-09-01,6.0,49.0,0.8,16.5,2.1,21.6,5.4,79.7,10.5,7.7,7.5,7.6,7.0,7.4,6.3,40.9,3.8,38.8,14.1,2.0,0.4,4.0,24.1,28.1,42.4,52.4,5.2,54.0,46.0,99.5,77.3,88.4,72.2,76.7,12.5,0.2,5.485502914701974,22.03507962228446,0.6626495110096136,163.01,,,,,,,,,27.4,3.3,24.1,moderado
Valle Del Cauca,2022,septiembre,2022-09-01,6.2,37.8,1.6,13.7,2.4,22.6,9.3,67.3,9.7,7.9,7.7,7.1,7.0,7.4,6.7,31.4,4.2,47.0,13.6,2.0,1.7,4.5,14.1,18.6,42.7,50.0,7.3,40.6,59.4,99.5,82.0,96.9,89.6,95.2,23.5,0.1,4.426764591227768,18.26054158417771,0.5749920532670045,164.27,,,,,,,,,28.0,4.5,23.5,moderado
Vaupes,2022,septiembre,2022-09-01,11.3,58.9,0.3,36.1,6.4,34.7,2.3,86.9,47.1,7.3,7.2,7.0,6.2,6.9,6.0,19.8,0.0,7.6,4.4,1.2,67.0,83.0,8.3,91.3,63.8,34.9,1.3,66.5,33.5,91.4,0.0,29.4,26.0,28.8,0.1,8.6,7.321383787957584,25.61740445572364,0.7125711459118376,152.32,,,,,,,,,36.5,8.7,27.8,severo
Vichada,2022,septiembre,2022-09-01,25.0,75.3,0.2,35.8,20.9,39.7,19.0,95.2,75.4,7.5,7.4,7.4,6.8,7.1,6.8,29.1,0.3,16.0,8.5,11.7,34.4,26.6,67.6,94.2,51.1,46.9,2.0,85.8,14.2,45.1,0.0,36.8,2.0,32.8,0.4,51.9,8.238990339158368,27.22652384314216,0.5950869293064442,152.32,,,,,,,,,30.7,9.2,21.5,severo
Amazonas,2022,octubre,2022-10-01,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6,27.9,8.5,8.3,7.7,7.9,8.2,7.5,20.1,0.3,20.3,7.6,7.9,43.7,61.3,23.3,84.5,43.9,52.2,3.9,54.6,45.4,83.2,0.0,43.3,42.3,53.3,0.4,13.6,8.51786764834603,26.24211032531759,0.4490529240954458,154.17,,,,,,,,,18.6,3.4,15.2,moderado
Antioquia,2022,octubre,2022-10-01,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0,10.7,8.2,7.9,8.0,7.4,7.6,7.1,37.7,3.4,45.3,10.0,1.4,2.2,4.8,19.8,24.7,34.4,54.6,11.0,48.7,51.3,99.9,64.5,93.1,80.9,91.6,24.2,0.0,14.9051032622152,21.44174591562303,0.5984368227139051,158.5,,,,,,,,,20.9,3.3,17.6,moderado
Arauca,2022,octubre,2022-10-01,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4,22.6,8.0,7.9,7.4,7.0,7.4,6.8,34.3,0.8,32.2,20.4,11.5,0.8,30.3,22.6,52.9,48.0,49.6,2.4,74.5,25.5,99.5,12.6,73.0,54.9,64.4,1.4,0.4,9.118923814478396,26.48919023866387,0.5142081533344148,154.17,,,,,,,,,39.3,11.0,28.3,severo
Atlantico,2022,octubre,2022-10-01,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9,10.2,8.0,8.1,7.1,6.9,7.5,6.6,45.7,2.3,31.4,16.4,3.9,0.3,3.5,28.0,31.5,52.9,40.6,6.5,56.9,43.1,99.9,93.1,97.7,87.0,96.0,26.4,0.1,10.51124564217609,27.19170468891629,0.6821199199820255,153.47,,,,,,,,,46.1,8.3,37.8,severo
Bogotá,2022,octubre,2022-10-01,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2,3.8,7.8,7.7,6.4,6.8,7.1,6.6,31.2,7.5,52.7,6.7,1.0,1.0,1.4,9.8,11.2,28.5,56.8,14.7,32.3,67.7,100.0,93.5,99.6,99.1,99.6,41.1,0.0,12.84673431100759,17.87684677046808,0.579250528225128,158.1,,,,,,,,,25.4,4.2,21.2,moderado
Bolivar,2022,octubre,2022-10-01,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7,19.4,8.3,8.2,7.7,7.6,7.8,7.2,35.6,1.2,25.7,16.3,15.0,6.3,14.3,44.8,59.1,61.7,32.9,5.4,66.9,33.1,98.5,67.2,86.1,50.8,75.7,8.8,1.0,15.3572643632368,25.67416852944656,0.6875574519701665,155.27,,,,,,,,,32.6,5.1,27.5,moderado
Boyaca,2022,octubre,2022-10-01,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5,9.6,7.5,7.2,7.3,6.7,6.8,6.0,36.8,4.1,38.4,15.6,2.6,2.5,2.8,21.2,24.0,36.8,59.3,3.9,43.4,56.6,99.4,63.3,89.5,65.6,67.1,2.3,0.3,12.33650505085684,16.30123109788465,0.6678450032916102,160.39,,,,,,,,,20.7,2.1,18.6,moderado
Caldas,2022,octubre,2022-10-01,7.4,45.8,1.5,18.2,1.3,20.7,6.3,68.4,10.5,8.4,8.1,8.3,7.9,7.9,7.3,34.9,6.5,40.7,15.3,1.6,1.0,2.9,18.6,21.4,32.2,56.2,11.6,33.4,66.6,99.8,70.6,92.1,83.6,86.6,20.4,0.1,19.05250488874909,18.24304497504275,0.5104594067738385,158.87,,,,,,,,,14.6,2.5,12.1,leve
Caqueta,2022,octubre,2022-10-01,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2,19.6,8.1,7.8,7.5,7.1,7.1,6.5,28.5,1.9,37.2,24.7,7.2,0.4,24.3,22.9,47.2,39.7,57.2,3.1,69.1,30.9,97.4,46.4,80.6,64.1,74.9,2.4,2.2,15.2909623929255,24.59562786008889,0.7306970677580397,166.22,,,,,,,,,27.2,3.2,24.0,moderado
Casanare,2022,octubre,2022-10-01,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0,13.3,8.2,7.6,7.1,6.9,6.9,6.3,37.9,2.1,42.1,14.3,3.1,0.7,7.2,24.2,31.4,47.3,48.8,3.9,46.5,53.5,97.2,83.8,82.2,70.8,78.5,1.5,1.7,14.21163485800129,26.6226076640429,0.5873730262403412,154.17,,,,,,,,,28.2,4.3,23.9,moderado
Cauca,2022,octubre,2022-10-01,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9,18.3,7.5,7.3,6.8,6.6,6.7,5.9,37.4,1.8,19.9,23.3,9.3,8.4,12.4,37.8,50.2,50.6,46.4,3.0,58.3,41.7,97.3,26.5,74.8,40.5,42.6,4.8,2.3,20.19604421406861,17.98246504474493,0.5026522754127554,170.59,,,,,,,,,22.3,2.8,19.5,moderado
Cesar,2022,octubre,2022-10-01,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6,19.1,7.9,7.8,6.7,6.7,7.1,6.3,31.7,1.8,38.0,18.4,5.9,4.1,7.9,38.6,46.5,65.4,31.5,3.1,70.5,29.5,98.2,68.5,87.8,74.1,78.1,9.3,1.6,16.34897325364312,24.74449393051429,0.7209265362558586,154.94,,,,,,,,,41.1,9.4,31.7,severo
Choco,2022,octubre,2022-10-01,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1,36.8,7.2,7.2,6.4,6.2,6.7,6.2,61.0,0.6,19.3,16.7,1.4,1.0,43.5,40.8,84.3,68.3,29.4,2.2,83.4,16.6,91.4,0.0,41.1,21.8,50.9,1.7,8.1,17.5576566526484,24.25229364924627,0.5670657406197476,154.17,,,,,,,,,43.2,10.4,32.8,severo
Cundinamarca,2022,octubre,2022-10-01,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0,7.3,7.8,7.5,6.9,6.7,6.9,6.3,28.2,9.9,47.4,11.3,1.6,1.6,2.3,16.0,18.3,47.1,48.6,4.3,39.2,60.8,99.7,77.4,96.2,80.0,87.1,11.9,0.1,12.84673431100759,17.87684677046808,0.579250528225128,158.1,,,,,,,,,23.0,3.7,19.3,moderado
Cordoba,2022,octubre,2022-10-01,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8,26.9,7.6,7.7,7.5,6.9,7.2,6.2,40.0,1.0,19.6,19.9,18.7,0.8,21.3,39.3,60.6,66.2,31.5,2.2,83.7,16.3,99.7,49.0,71.0,43.1,55.9,3.6,0.2,8.788465571653399,26.05332631838999,0.6524846087666963,156.33,,,,,,,,,38.9,8.1,30.8,severo
Guainia,2022,octubre,2022-10-01,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2,46.5,7.7,7.6,7.3,7.0,7.3,6.9,16.9,0.6,18.2,6.7,6.4,51.2,56.2,30.8,87.0,46.0,49.6,4.4,53.3,46.7,76.5,0.0,24.4,26.5,37.6,0.1,22.1,9.6144541665002,26.39613962320709,0.4853342626843129,154.17,,,,,,,,,29.8,4.4,25.4,moderado
Guaviare,2022,octubre,2022-10-01,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5,26.9,7.8,7.4,7.4,6.9,7.1,5.9,36.0,3.0,32.3,21.9,5.1,1.7,47.9,19.2,67.0,58.3,39.9,1.8,55.9,44.1,93.0,15.9,50.9,47.3,60.4,0.3,6.4,12.02721609861346,25.21541173321915,0.6528222865635803,154.17,,,,,,,,,30.4,6.2,24.2,moderado
Huila,2022,octubre,2022-10-01,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0,13.3,7.9,7.8,7.3,7.0,7.3,6.3,39.8,3.5,32.6,19.2,3.0,1.8,4.3,27.4,31.8,52.6,44.2,3.2,65.7,34.3,99.6,65.8,87.8,67.4,69.2,7.4,0.3,13.78006910762342,19.13447727037111,0.3721258919116699,169.85,,,,,,,,,19.0,2.4,16.6,moderado
Guajira,2022,octubre,2022-10-01,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6,42.9,7.6,7.7,7.2,6.3,7.1,5.6,21.6,0.5,24.6,18.1,13.9,21.3,8.7,48.9,57.6,71.1,27.4,1.5,80.8,19.2,68.4,40.7,49.7,41.6,53.4,2.0,31.4,10.67607076537994,25.85548556416139,0.6099584345128579,158.37,,,,,,,,,59.7,17.5,42.2,severo
Magdalena,2022,octubre,2022-10-01,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2,23.0,7.9,7.8,7.3,6.7,7.2,6.5,39.7,0.8,26.1,20.0,11.9,1.5,10.3,51.6,61.9,54.0,43.7,2.3,71.6,28.4,98.7,66.3,85.4,51.5,75.7,3.4,1.0,11.5500988655095,25.76284675867782,0.6794143687069895,153.78,,,,,,,,,45.3,10.4,34.9,severo
Meta,2022,octubre,2022-10-01,6.5,44.1,2.1,10.7,4.1,27.5,8.3,74.8,11.3,8.1,7.7,7.2,7.3,7.3,6.7,32.2,3.0,46.4,12.4,4.1,1.9,9.2,19.0,28.2,46.8,48.9,4.2,43.2,56.8,98.6,68.7,82.8,77.4,85.6,5.2,1.3,13.92224301453347,25.67761538104311,0.6298581138812643,163.8,,,,,,,,,25.5,4.1,21.4,moderado
Narino,2022,octubre,2022-10-01,10.4,61.6,3.0,11.2,1.9,23.6,4.2,87.9,17.6,7.1,6.7,6.5,6.1,6.6,5.3,39.7,1.4,23.3,24.7,10.5,0.4,20.4,27.6,48.0,63.6,32.7,3.7,71.5,28.5,99.5,7.9,72.6,44.5,54.5,6.0,0.3,11.45529972210287,18.91137136007201,0.5205676310337832,157.56,,,,,,,,,37.1,7.4,29.7,severo
Norte De Santander,2022,octubre,2022-10-01,8.7,47.9,2.1,9.3,4.8,27.8,16.9,86.7,18.5,8.1,7.9,7.5,7.5,7.6,6.8,32.9,2.5,41.4,18.7,3.3,1.1,6.8,27.1,33.9,41.0,54.4,4.6,52.3,47.7,99.3,60.9,86.2,83.5,85.2,9.0,0.5,16.50188980995848,20.44117461939919,0.6367448249666016,170.04,,,,,,,,,25.8,2.9,22.9,moderado
Putumayo,2022,octubre,2022-10-01,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3,20.8,7.5,7.2,6.6,6.3,6.6,5.7,31.7,0.9,35.4,23.1,6.4,2.4,41.4,25.3,66.7,43.6,54.0,2.4,71.6,28.4,87.9,13.2,54.4,54.6,63.7,0.5,10.5,18.2743466444653,24.27575688169622,0.6587403950482503,154.17,,,,,,,,,24.4,3.0,21.4,moderado
Quindio,2022,octubre,2022-10-01,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3,10.0,8.4,7.9,7.9,7.2,7.7,6.8,32.7,3.6,46.1,12.9,2.3,2.4,3.2,9.3,12.4,35.6,59.3,5.1,37.9,62.1,99.7,81.4,97.8,88.7,95.6,15.2,0.0,12.87950209503209,17.18960619048239,0.5475520363718324,161.04,,,,,,,,,17.3,2.2,15.1,moderado
Risaralda,2022,octubre,2022-10-01,7.1,43.5,2.7,16.1,1.8,19.1,9.3,71.0,10.0,8.4,8.1,8.2,7.7,7.8,7.3,32.1,3.3,48.5,12.9,1.5,1.7,2.9,14.4,17.3,33.5,56.4,10.1,30.5,69.5,99.7,80.3,96.0,85.9,91.1,20.5,0.1,13.55208860089918,17.83669437036006,0.5529951599438221,160.86,,,,,,,,,17.5,2.5,15.0,moderado
Santander,2022,octubre,2022-10-01,7.7,44.3,0.9,12.1,1.9,24.6,6.7,75.5,10.4,8.2,7.9,7.2,7.1,7.6,6.7,32.3,3.4,46.0,11.7,5.2,1.3,5.9,22.6,28.4,43.1,51.0,6.0,49.5,50.5,99.7,73.8,87.8,76.1,80.8,23.9,0.2,16.79726096499492,21.32516641902381,0.6898649287605055,162.71,,,,,,,,,20.5,2.5,18.0,moderado
Sucre,2022,octubre,2022-10-01,19.8,53.9,4.3,11.4,1.9,31.1,3.6,92.6,26.0,8.1,8.0,7.6,7.0,7.4,5.7,42.7,1.3,20.6,24.2,10.3,1.0,8.2,53.1,61.3,72.0,24.3,3.7,78.7,21.3,98.9,53.9,81.8,53.4,62.0,2.3,0.8,13.6024225366347,26.585542869056,0.6429761158992813,153.96,,,,,,,,,47.9,10.4,37.5,severo
Tolima,2022,octubre,2022-10-01,6.0,49.0,0.8,16.5,2.1,21.6,5.4,79.7,10.5,7.7,7.5,7.6,7.0,7.4,6.3,40.9,3.8,38.8,14.1,2.0,0.4,4.0,24.1,28.1,42.4,52.4,5.2,54.0,46.0,99.5,77.3,88.4,72.2,76.7,12.5,0.2,14.74996967436067,21.03918349128371,0.4645732303854838,165.06,,,,,,,,,27.4,3.3,24.1,moderado
Valle Del Cauca,2022,octubre,2022-10-01,6.2,37.8,1.6,13.7,2.4,22.6,9.3,67.3,9.7,7.9,7.7,7.1,7.0,7.4,6.7,31.4,4.2,47.0,13.6,2.0,1.7,4.5,14.1,18.6,42.7,50.0,7.3,40.6,59.4,99.5,82.0,96.9,89.6,95.2,23.5,0.1,12.35963286254297,18.45774245966118,0.5069316057720934,166.56,,,,,,,,,28.0,4.5,23.5,moderado
Vaupes,2022,octubre,2022-10-01,11.3,58.9,0.3,36.1,6.4,34.7,2.3,86.9,47.1,7.3,7.2,7.0,6.2,6.9,6.0,19.8,0.0,7.6,4.4,1.2,67.0,83.0,8.3,91.3,63.8,34.9,1.3,66.5,33.5,91.4,0.0,29.4,26.0,28.8,0.1,8.6,13.80042192296254,25.49001891456449,0.5460766084009435,154.17,,,,,,,,,36.5,8.7,27.8,severo
Vichada,2022,octubre,2022-10-01,25.0,75.3,0.2,35.8,20.9,39.7,19.0,95.2,75.4,7.5,7.4,7.4,6.8,7.1,6.8,29.1,0.3,16.0,8.5,11.7,34.4,26.6,67.6,94.2,51.1,46.9,2.0,85.8,14.2,45.1,0.0,36.8,2.0,32.8,0.4,51.9,13.95027018338081,27.21879410761788,0.5264937239744617,154.17,,,,,,,,,30.7,9.2,21.5,severo
Amazonas,2022,noviembre,2022-11-01,8.7,49.5,2.3,6.4,5.3,41.7,5.3,83.6,27.9,8.5,8.3,7.7,7.9,8.2,7.5,20.1,0.3,20.3,7.6,7.9,43.7,61.3,23.3,84.5,43.9,52.2,3.9,54.6,45.4,83.2,0.0,43.3,42.3,53.3,0.4,13.6,8.269471562959858,25.63927110398643,0.4980623642251015,156.51,,,,,,,,,18.6,3.4,15.2,moderado
Antioquia,2022,noviembre,2022-11-01,7.0,39.9,0.4,14.0,1.5,22.9,6.3,66.0,10.7,8.2,7.9,8.0,7.4,7.6,7.1,37.7,3.4,45.3,10.0,1.4,2.2,4.8,19.8,24.7,34.4,54.6,11.0,48.7,51.3,99.9,64.5,93.1,80.9,91.6,24.2,0.0,10.70217684617254,21.20405680609953,0.6580893145937353,161.13,,,,,,,,,20.9,3.3,17.6,moderado
Arauca,2022,noviembre,2022-11-01,7.6,60.4,0.2,13.7,3.9,24.3,15.4,93.4,22.6,8.0,7.9,7.4,7.0,7.4,6.8,34.3,0.8,32.2,20.4,11.5,0.8,30.3,22.6,52.9,48.0,49.6,2.4,74.5,25.5,99.5,12.6,73.0,54.9,64.4,1.4,0.4,5.373397665736639,25.52868690940846,0.6520660110488379,156.51,,,,,,,,,39.3,11.0,28.3,severo
Atlantico,2022,noviembre,2022-11-01,7.0,28.1,1.5,11.2,1.8,30.2,9.1,75.9,10.2,8.0,8.1,7.1,6.9,7.5,6.6,45.7,2.3,31.4,16.4,3.9,0.3,3.5,28.0,31.5,52.9,40.6,6.5,56.9,43.1,99.9,93.1,97.7,87.0,96.0,26.4,0.1,8.273260766865508,26.5260958933321,0.7161353481840496,156.56,,,,,,,,,46.1,8.3,37.8,severo
Bogotá,2022,noviembre,2022-11-01,1.8,21.7,4.3,12.1,1.3,18.8,13.1,54.2,3.8,7.8,7.7,6.4,6.8,7.1,6.6,31.2,7.5,52.7,6.7,1.0,1.0,1.4,9.8,11.2,28.5,56.8,14.7,32.3,67.7,100.0,93.5,99.6,99.1,99.6,41.1,0.0,7.572898366112526,17.62101112831935,0.625004168824821,160.05,,,,,,,,,25.4,4.2,21.2,moderado
Bolivar,2022,noviembre,2022-11-01,12.4,45.8,0.3,12.1,3.0,28.9,5.5,83.7,19.4,8.3,8.2,7.7,7.6,7.8,7.2,35.6,1.2,25.7,16.3,15.0,6.3,14.3,44.8,59.1,61.7,32.9,5.4,66.9,33.1,98.5,67.2,86.1,50.8,75.7,8.8,1.0,9.446257379224331,25.33653071326494,0.6548224607584583,157.93,,,,,,,,,32.6,5.1,27.5,moderado
Boyaca,2022,noviembre,2022-11-01,6.3,48.3,2.0,16.0,2.0,23.0,5.2,77.5,9.6,7.5,7.2,7.3,6.7,6.8,6.0,36.8,4.1,38.4,15.6,2.6,2.5,2.8,21.2,24.0,36.8,59.3,3.9,43.4,56.6,99.4,63.3,89.5,65.6,67.1,2.3,0.3,7.992327821610295,16.05981235099528,0.664736086852073,162.46,,,,,,,,,20.7,2.1,18.6,moderado
Caldas,2022,noviembre,2022-11-01,7.4,45.8,1.5,18.2,1.3,20.7,6.3,68.4,10.5,8.4,8.1,8.3,7.9,7.9,7.3,34.9,6.5,40.7,15.3,1.6,1.0,2.9,18.6,21.4,32.2,56.2,11.6,33.4,66.6,99.8,70.6,92.1,83.6,86.6,20.4,0.1,11.62333202099773,17.93280125725586,0.6693640791507441,161.34,,,,,,,,,14.6,2.5,12.1,leve
Caqueta,2022,noviembre,2022-11-01,11.1,58.0,1.7,11.4,4.7,30.6,6.3,89.2,19.6,8.1,7.8,7.5,7.1,7.1,6.5,28.5,1.9,37.2,24.7,7.2,0.4,24.3,22.9,47.2,39.7,57.2,3.1,69.1,30.9,97.4,46.4,80.6,64.1,74.9,2.4,2.2,6.398251834098371,24.18934266030976,0.7425034318441903,168.05,,,,,,,,,27.2,3.2,24.0,moderado
Casanare,2022,noviembre,2022-11-01,5.5,45.8,1.1,11.9,3.3,26.8,8.7,80.0,13.3,8.2,7.6,7.1,6.9,6.9,6.3,37.9,2.1,42.1,14.3,3.1,0.7,7.2,24.2,31.4,47.3,48.8,3.9,46.5,53.5,97.2,83.8,82.2,70.8,78.5,1.5,1.7,7.128059325852775,25.51099074755804,0.647580122433566,156.51,,,,,,,,,28.2,4.3,23.9,moderado
Cauca,2022,noviembre,2022-11-01,9.5,59.9,3.1,14.7,2.8,22.5,5.3,88.9,18.3,7.5,7.3,6.8,6.6,6.7,5.9,37.4,1.8,19.9,23.3,9.3,8.4,12.4,37.8,50.2,50.6,46.4,3.0,58.3,41.7,97.3,26.5,74.8,40.5,42.6,4.8,2.3,10.33734888114746,17.74588163943115,0.6136701512021983,172.41,,,,,,,,,22.3,2.8,19.5,moderado
Cesar,2022,noviembre,2022-11-01,14.0,45.5,0.4,9.9,4.4,32.9,9.8,84.6,19.1,7.9,7.8,6.7,6.7,7.1,6.3,31.7,1.8,38.0,18.4,5.9,4.1,7.9,38.6,46.5,65.4,31.5,3.1,70.5,29.5,98.2,68.5,87.8,74.1,78.1,9.3,1.6,6.957647852731934,24.45458298023517,0.6804369006072606,157.61,,,,,,,,,41.1,9.4,31.7,severo
Choco,2022,noviembre,2022-11-01,21.9,58.9,2.2,19.4,4.0,35.8,3.5,92.1,36.8,7.2,7.2,6.4,6.2,6.7,6.2,61.0,0.6,19.3,16.7,1.4,1.0,43.5,40.8,84.3,68.3,29.4,2.2,83.4,16.6,91.4,0.0,41.1,21.8,50.9,1.7,8.1,14.01682847562921,24.20049024213602,0.5674628378643476,156.51,,,,,,,,,43.2,10.4,32.8,severo
Cundinamarca,2022,noviembre,2022-11-01,4.2,38.1,2.3,15.4,2.0,24.1,8.9,67.0,7.3,7.8,7.5,6.9,6.7,6.9,6.3,28.2,9.9,47.4,11.3,1.6,1.6,2.3,16.0,18.3,47.1,48.6,4.3,39.2,60.8,99.7,77.4,96.2,80.0,87.1,11.9,0.1,7.572898366112526,17.62101112831935,0.625004168824821,160.05,,,,,,,,,23.0,3.7,19.3,moderado
Cordoba,2022,noviembre,2022-11-01,18.1,55.6,1.3,16.2,2.0,26.5,3.1,89.8,26.9,7.6,7.7,7.5,6.9,7.2,6.2,40.0,1.0,19.6,19.9,18.7,0.8,21.3,39.3,60.6,66.2,31.5,2.2,83.7,16.3,99.7,49.0,71.0,43.1,55.9,3.6,0.2,6.673402520712858,25.66878633328047,0.6896031938510544,158.9,,,,,,,,,38.9,8.1,30.8,severo
Guainia,2022,noviembre,2022-11-01,14.0,67.0,0.2,7.9,8.9,38.0,12.7,91.2,46.5,7.7,7.6,7.3,7.0,7.3,6.9,16.9,0.6,18.2,6.7,6.4,51.2,56.2,30.8,87.0,46.0,49.6,4.4,53.3,46.7,76.5,0.0,24.4,26.5,37.6,0.1,22.1,6.683159080902172,25.58660591204165,0.6414654621195055,156.51,,,,,,,,,29.8,4.4,25.4,moderado
Guaviare,2022,noviembre,2022-11-01,10.0,57.7,5.5,9.9,4.5,26.8,13.2,86.5,26.9,7.8,7.4,7.4,6.9,7.1,5.9,36.0,3.0,32.3,21.9,5.1,1.7,47.9,19.2,67.0,58.3,39.9,1.8,55.9,44.1,93.0,15.9,50.9,47.3,60.4,0.3,6.4,7.553002090600128,24.86090066577035,0.7157336973967872,156.51,,,,,,,,,30.4,6.2,24.2,moderado
Huila,2022,noviembre,2022-11-01,8.8,55.3,2.8,12.3,3.9,27.1,4.0,84.0,13.3,7.9,7.8,7.3,7.0,7.3,6.3,39.8,3.5,32.6,19.2,3.0,1.8,4.3,27.4,31.8,52.6,44.2,3.2,65.7,34.3,99.6,65.8,87.8,67.4,69.2,7.4,0.3,7.30906589082606,18.79072571129784,0.6478454338150498,171.53,,,,,,,,,19.0,2.4,16.6,moderado
Guajira,2022,noviembre,2022-11-01,23.2,56.5,0.9,8.4,5.1,38.3,13.8,90.6,42.9,7.6,7.7,7.2,6.3,7.1,5.6,21.6,0.5,24.6,18.1,13.9,21.3,8.7,48.9,57.6,71.1,27.4,1.5,80.8,19.2,68.4,40.7,49.7,41.6,53.4,2.0,31.4,5.482612084795558,25.00189794411011,0.6426545022643516,161.76,,,,,,,,,59.7,17.5,42.2,severo
Magdalena,2022,noviembre,2022-11-01,15.5,48.9,0.5,12.6,3.2,33.4,7.4,87.2,23.0,7.9,7.8,7.3,6.7,7.2,6.5,39.7,0.8,26.1,20.0,11.9,1.5,10.3,51.6,61.9,54.0,43.7,2.3,71.6,28.4,98.7,66.3,85.4,51.5,75.7,3.4,1.0,7.067123352322136,25.3216005263773,0.7002292513724198,156.61,,,,,,,,,45.3,10.4,34.9,severo
Meta,2022,noviembre,2022-11-01,6.5,44.1,2.1,10.7,4.1,27.5,8.3,74.8,11.3,8.1,7.7,7.2,7.3,7.3,6.7,32.2,3.0,46.4,12.4,4.1,1.9,9.2,19.0,28.2,46.8,48.9,4.2,43.2,56.8,98.6,68.7,82.8,77.4,85.6,5.2,1.3,9.209814776704484,24.9031051984653,0.6755469049401956,166.18,,,,,,,,,25.5,4.1,21.4,moderado
Narino,2022,noviembre,2022-11-01,10.4,61.6,3.0,11.2,1.9,23.6,4.2,87.9,17.6,7.1,6.7,6.5,6.1,6.6,5.3,39.7,1.4,23.3,24.7,10.5,0.4,20.4,27.6,48.0,63.6,32.7,3.7,71.5,28.5,99.5,7.9,72.6,44.5,54.5,6.0,0.3,4.590632407392227,18.82563364804986,0.5474197525315181,160.76,,,,,,,,,37.1,7.4,29.7,severo
Norte De Santander,2022,noviembre,2022-11-01,8.7,47.9,2.1,9.3,4.8,27.8,16.9,86.7,18.5,8.1,7.9,7.5,7.5,7.6,6.8,32.9,2.5,41.4,18.7,3.3,1.1,6.8,27.1,33.9,41.0,54.4,4.6,52.3,47.7,99.3,60.9,86.2,83.5,85.2,9.0,0.5,10.69177373603843,19.90413562991474,0.6257554440827073,173.61,,,,,,,,,25.8,2.9,22.9,moderado
Putumayo,2022,noviembre,2022-11-01,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3,20.8,7.5,7.2,6.6,6.3,6.6,5.7,31.7,0.9,35.4,23.1,6.4,2.4,41.4,25.3,66.7,43.6,54.0,2.4,71.6,28.4,87.9,13.2,54.4,54.6,63.7,0.5,10.5,9.517024548653708,23.78350072700351,0.7890186206055241,156.51,,,,,,,,,24.4,3.0,21.4,moderado
Quindio,2022,noviembre,2022-11-01,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3,10.0,8.4,7.9,7.9,7.2,7.7,6.8,32.7,3.6,46.1,12.9,2.3,2.4,3.2,9.3,12.4,35.6,59.3,5.1,37.9,62.1,99.7,81.4,97.8,88.7,95.6,15.2,0.0,10.39789386026532,16.98525872167221,0.6401436190059971,163.73,,,,,,,,,17.3,2.2,15.1,moderado
